unique_number,id_no,name_en,name_fr,name_ja,description_en,date_inscribed,danger,longitude,latitude,area_hectares,criteria_txt,category,category_short,states_name_en,region_en,iso_code,transboundary
1217,1042,Old City of Acre,Vieille ville d’Acre,アッコ,"Acre is a historic walled port-city with continuous settlement from the Phoenician period. The present city is characteristic of a fortified town dating from the Ottoman 18th and 19th centuries, with typical urban components such as the citadel, mosques, khans and baths. The remains of the Crusader town, dating from 1104 to 1291, lie almost intact, both above and below today's street level, providing an exceptional picture of the layout and structures of the capital of the medieval Crusader kingdom of Jerusalem.",2001,false,35.06888889,32.92166667,63.3,(ii)(iii)(v),Cultural,C,Israel,Europe and North America,il,false
1274,1096,White City of Tel-Aviv – the Modern Movement,Ville blanche de Tel-Aviv – le mouvement moderne,テルアビブの白い都市,"Tel Aviv was founded in 1909 and developed as a metropolitan city under the British Mandate in Palestine. The White City was constructed from the early 1930s until the 1950s, based on the urban plan by Sir Patrick Geddes, reflecting modern organic planning principles. The buildings were designed by architects who were trained in Europe where they practised their profession before immigrating. They created an outstanding architectural ensemble of the Modern Movement in a new cultural context.",2003,false,34.77416667,32.07777778,140.4,(ii)(iv),Cultural,C,Israel,Europe and North America,il,false
1286,1107,Incense Route - Desert Cities in the Negev,Route de l’encens – Villes du désert du Néguev,香料の道-ネゲヴ砂漠都市,"The four Nabatean towns of Haluza, Mamshit, Avdat and Shivta, along with associated fortresses and agricultural landscapes in the Negev Desert, are spread along routes linking them to the Mediterranean end of the incense and spice route. Together they reflect the hugely profitable trade in frankincense and myrrh from south Arabia to the Mediterranean, which flourished from the 3rd century BC until the 2nd century AD. With the vestiges of their sophisticated irrigation systems, urban constructions, forts and caravanserai, they bear witness to the way in which the harsh desert was settled for trade and agriculture.",2005,false,35.00916667,30.57388889,6655,(iii)(v),Cultural,C,Israel,Europe and North America,il,false
1287,1108,"Biblical Tels - Megiddo, Hazor, Beer Sheba","Tels bibliques – Megiddo, Hazor, Beer-Sheba",聖書ゆかりの遺丘群-メギド、ハツォル、ベエル・シェバ,"Tels (prehistoric settlement mounds), are characteristic of the flatter lands of the eastern Mediterranean, particularly Lebanon, Syria, Israel and eastern Turkey. Of more than 200 tels in Israel, Megiddo, Hazor and Beer Sheba are representative of those that contain substantial remains of cities with biblical connections. The three tels also present some of the best examples in the Levant of elaborate Iron Age, underground water-collecting systems, created to serve dense urban communities. Their traces of construction over the millennia reflect the existence of centralized authority, prosperous agricultural activity and the control of important trade routes.",2005,false,35.18222,32.59722,96.04,(ii)(iii)(iv)(vi),Cultural,C,Israel,Europe and North America,il,false
1581,1220,Bahá’i Holy Places in Haifa and the Western Galilee,Lieux saints bahá’is à Haïfa et en Galilée occidentale,ハイファと西ガリラヤのバハイ信教聖地群,"The Bahá’i Holy Places in Haifa and Western Galilee are inscribed for their profound spiritual meaning and the testimony they bear to the strong tradition of pilgrimage in the Bahá’i faith. The property includes the two most holy places in the Bahá’í religion associated with the founders, the Shrine of Bahá’u’lláh in Acre and the Shrine of the Báb in Haifa, together with their surrounding gardens, associated buildings and monuments. These two shrines are part of a larger complex of buildings, monuments and sites at seven distinct locations in Haifa and Western Galilee that are visited as part of the Bahá’i pilgrimage.",2008,false,34.97164889,32.82939667,62.58,(iii)(vi),Cultural,C,Israel,Europe and North America,il,false
1969,1370,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,"Les grottes de Maresha et de Bet-Guvrin en basse Judée, un microcosme du pays des grottes",ベト・グヴリン＝マレシャ国立公園,"The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin. Situated on the crossroads of trade routes to Mesopotamia and Egypt, the site bears witness to the region’s tapestry of cultures and their evolution over more than 2,000 years from the 8th century BCE—when Maresha, the older of the two towns was built—to the time of the Crusaders. These quarried caves served as cisterns, oil presses, baths, columbaria (dovecotes), stables, places of religious worship, hideaways and, on the outskirts of the towns, burial areas. Some of the larger chambers feature vaulted arches and supporting pillars.",2014,false,34.9,31.60111111,259,(v),Cultural,C,Israel,Europe and North America,il,false
1818,1393,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Sites de l’évolution humaine du mont Carmel : les grottes de Nahal Me’arot / Wadi el-Mughara,ナハル・メアロット,"Situated on the western slopes of the Mount Carmel range, the site includes the caves of Tabun, Jamal, el-Wad and Skhul. Ninety years of archaeological research have revealed a cultural sequence of unparalleled duration, providing an archive of early human life in south-west Asia. This 54 ha property contains cultural deposits representing at least 500,000 years of human evolution demonstrating the unique existence of both Neanderthals andEarly Anatomically Modern Humans within the same Middle Palaeolithic cultural framework, the Mousterian. Evidence from numerous Natufian burials and early stone architecture represents the transition from a hunter-gathering lifestyle to agriculture and animal husbandry. As a result, the caves have become a key site of the chrono-stratigraphic framework for human evolution in general, and the prehistory of the Levant in particular.",2012,false,34.96805556,32.66861111,54,(iii)(v),Cultural,C,Israel,Europe and North America,il,false
2032,1471,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Nécropole de Bet She’arim – Un haut lieu du renouveau juif,ベイト・シェアン,"Consisting of a series of catacombs, the necropolis developed from the 2nd century AD as the primary Jewish burial place outside Jerusalem following the failure of the second Jewish revolt against Roman rule. Located southeast of the city of Haifa, these catacombs are a treasury of artworks and inscriptions in Greek, Aramaic, Hebrew and Palmyrene. Bet She’arim bears unique testimony to ancient Judaism under the leadership of Rabbi Judah the Patriarch, who is credited with Jewish renewal after 135 AD.",2015,false,35.12694444,32.70222222,12.2,(ii)(iii),Cultural,C,Israel,Europe and North America,il,false
100,93,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,L'église et le couvent dominicain de Santa Maria delle Grazie avec « La Cène » de Léonard de Vinci,サンタ・マリア・デッレ・グラツィエ教会,"The refectory of the Convent of Santa Maria delle Grazie forms an integral part of this architectural complex, begun in Milan in 1463 and reworked at the end of the 15th century by Bramante. On the north wall is The Last Supper, the unrivalled masterpiece painted between 1495 and 1497 by Leonardo da Vinci, whose work was to herald a new era in the history of art.",1980,false,9.171,45.466,1.5,(i)(ii),Cultural,C,Italy,Europe and North America,it,false
101,94,Rock Drawings in Valcamonica,Art rupestre du Valcamonica,ヴァルカモニカの岩絵群,"Valcamonica, situated in the Lombardy plain, has one of the world's greatest collections of prehistoric petroglyphs – more than 140,000 symbols and figures carved in the rock over a period of 8,000 years and depicting themes connected with agriculture, navigation, war and magic.",1979,false,10.29733333,45.95705556,432.3,(iii)(vi),Cultural,C,Italy,Europe and North America,it,false
